Date/Time , F_1_Z_8A: Hazium Concentration, F_2_Z_2: Hazium Concentration, F_2_Z_4: Hazium Concentration, F_3_Z_1: Hazium Concentration
2016-05-31 21:10,0,0,0,0
2016-05-31 21:15,0,0,0,0
2016-05-31 21:20,0,0,0,0
2016-05-31 21:25,0,0,0,0
2016-05-31 21:30,0,0,0,0
2016-05-31 21:35,0,0,0,0
2016-05-31 21:40,0,0,0,0
2016-05-31 21:45,0,0,0,0
2016-05-31 21:50,0,0,0,0
2016-05-31 21:55,0,0,0,0
2016-05-31 22:00,0,0,0,0
2016-05-31 22:05,0,0,0,0
2016-05-31 22:10,0,0,0,0
2016-05-31 22:15,0,0,0,0
2016-05-31 22:20,0,0,0,0
2016-05-31 22:25,0,0,0,0
2016-05-31 22:30,0,0,0,0
2016-05-31 22:35,0,0,0,0
2016-05-31 22:40,0,0,0,0
2016-05-31 22:45,0,0,0,0
2016-05-31 22:50,0,0,0,0
2016-05-31 22:55,0,0,0,0
2016-05-31 23:00,0,0,0,0
2016-05-31 23:05,0,0,0,0
2016-05-31 23:10,0,0,0,0
2016-05-31 23:15,0,0,0,0
2016-05-31 23:20,0,0,0,0
2016-05-31 23:25,0,0,0,0
2016-05-31 23:30,0,0,0,0
2016-05-31 23:35,0,0,0,0
2016-05-31 23:40,0,0,0,0
2016-05-31 23:45,0,0,0,0
2016-05-31 23:50,0,0,0,0
2016-05-31 23:55,0,0,0,0
2016-06-01 0:00,0,0,0,0
2016-06-01 0:05,0,0,0,0
2016-06-01 0:10,0,0,0,0
2016-06-01 0:15,0,0,0,0
2016-06-01 0:20,0,0,0,0
2016-06-01 0:25,0,0,0,0
2016-06-01 0:30,0,0,0,0
2016-06-01 0:35,0,0,0,0
2016-06-01 0:40,0,0,0,0
2016-06-01 0:45,0,0,0,0
2016-06-01 0:50,0,0,0,0
2016-06-01 0:55,0,0,0,0
2016-06-01 1:00,0,0,0,0
2016-06-01 1:05,0,0,0,0
2016-06-01 1:10,0,0,0,0
2016-06-01 1:15,0,0,0,0
2016-06-01 1:20,0,0,0,0
2016-06-01 1:25,0,0,0,0
2016-06-01 1:30,0,0,0,0
2016-06-01 1:35,0,0,0,0
2016-06-01 1:40,0,0,0,0
2016-06-01 1:45,0,0,0,0
2016-06-01 1:50,0,0,0,0
2016-06-01 1:55,0,0,0,0
2016-06-01 2:00,0,0,0,0
2016-06-01 2:05,0,0,0,0
2016-06-01 2:10,0,0,0,0
2016-06-01 2:15,0,0,0,0
2016-06-01 2:20,0,0,0,0
2016-06-01 2:25,0,0,0,0
2016-06-01 2:30,0,0,0,0
2016-06-01 2:35,0,0,0,0
2016-06-01 2:40,0,0,0,0
2016-06-01 2:45,0,0,0,0
2016-06-01 2:50,0,0,0,0
2016-06-01 2:55,0,0,0,0
2016-06-01 3:00,0,0,0,0
2016-06-01 3:05,0,0,0,0
2016-06-01 3:10,0,0,0,0
2016-06-01 3:15,0,0,0,0
2016-06-01 3:20,0,0,0,0
2016-06-01 3:25,0,0,0,0
2016-06-01 3:30,0,0,0,0
2016-06-01 3:35,0,0,0,0
2016-06-01 3:40,0,0,0,0
2016-06-01 3:45,0,0,0,0
2016-06-01 3:50,0,0,0,0
2016-06-01 3:55,0,0,0,0
2016-06-01 4:00,0,0,0,0
2016-06-01 4:05,0,0,0,0
2016-06-01 4:10,0,0,0,0
2016-06-01 4:15,0,0,0,0
2016-06-01 4:20,0,0,0,0
2016-06-01 4:25,0,0,0,0
2016-06-01 4:30,0,0,0,0
2016-06-01 4:35,0,0,0,0
2016-06-01 4:40,0,0,0,0
2016-06-01 4:45,0,0,0,0
2016-06-01 4:50,0,0,0,0
2016-06-01 4:55,0,0,0,0
2016-06-01 5:00,0,0,0,0
2016-06-01 5:05,0,0,0,0
2016-06-01 5:10,0,0,0,0
2016-06-01 5:15,0,0,0,0
2016-06-01 5:20,0,0,0,0
2016-06-01 5:25,0,0,0,0
2016-06-01 5:30,0,0,0,0
2016-06-01 5:35,0,0,0,0
2016-06-01 5:40,0,0,0,0
2016-06-01 5:45,0,0,0,0
2016-06-01 5:50,0,0,0,0
2016-06-01 5:55,0,0,0,0
2016-06-01 6:00,0,0,0,0
2016-06-01 6:05,0,0,0,0
2016-06-01 6:10,0,0,0,0
2016-06-01 6:15,0,0,0,0
2016-06-01 6:20,0,0,0,0
2016-06-01 6:25,0,0,0,0
2016-06-01 6:30,0,0,0,0
2016-06-01 6:35,0,0,0,0
2016-06-01 6:40,0,0,0,0
2016-06-01 6:45,0,0,0,0
2016-06-01 6:50,0,0,0,0
2016-06-01 6:55,0,0,0,0
2016-06-01 7:00,0,0,0,0
2016-06-01 7:05,0,0,0,0
2016-06-01 7:10,0,0,0,0
2016-06-01 7:15,0,0,0,0
2016-06-01 7:20,0,0,0,0
2016-06-01 7:25,0,0,0,0
2016-06-01 7:30,0,0,0,0
2016-06-01 7:35,0,0,0,0
2016-06-01 7:40,0,0,0,0
2016-06-01 7:45,0,0,0,0
2016-06-01 7:50,0,0,0,0
2016-06-01 7:55,0,0,0,0
2016-06-01 8:00,0,0,0,0
2016-06-01 8:05,0,0,0,0
2016-06-01 8:10,0,0,0,0
2016-06-01 8:15,0,0,0,0
2016-06-01 8:20,0,0,0,0
2016-06-01 8:25,0,0,0,0
2016-06-01 8:30,0,0,0,0
2016-06-01 8:35,0,0,0,0
2016-06-01 8:40,0,0,0,0
2016-06-01 8:45,0,0,0,0
2016-06-01 8:50,0,0,0,0
2016-06-01 8:55,0,0,0,0
2016-06-01 9:00,0,0,0,0
2016-06-01 9:05,0,0,0,0
2016-06-01 9:10,0,0,0,0
2016-06-01 9:15,0,0,0,0
2016-06-01 9:20,0,0,0,0
2016-06-01 9:25,0,0,0,0
2016-06-01 9:30,0,0,0,0
2016-06-01 9:35,0,0,0,0
2016-06-01 9:40,0,0,0,0
2016-06-01 9:45,0,0,0,0
2016-06-01 9:50,0,0,0,0
2016-06-01 9:55,0,0,0,0
2016-06-01 10:00,0,0,0,0
2016-06-01 10:05,0,0,0,0
2016-06-01 10:10,0,0,0,0
2016-06-01 10:15,0,0,0,0
2016-06-01 10:20,0,0,0,0
2016-06-01 10:25,0,0,0,0
2016-06-01 10:30,0,0,0,0
2016-06-01 10:35,0,0,0,0
2016-06-01 10:40,0,0,0,0
2016-06-01 10:45,0,0,0,0
2016-06-01 10:50,0,0,0,0
2016-06-01 10:55,0,0,0,0
2016-06-01 11:00,0,0,0,0
2016-06-01 11:05,0,0,0,0
2016-06-01 11:10,0,0,0,0
2016-06-01 11:15,0,0,0,0
2016-06-01 11:20,0,0,0,0
2016-06-01 11:25,0,0,0,0
2016-06-01 11:30,0,0,0,0
2016-06-01 11:35,0,0,0,0
2016-06-01 11:40,0,0,0,0
2016-06-01 11:45,0,0,0,0
2016-06-01 11:50,0,0,0,0
2016-06-01 11:55,0,0,0,0
2016-06-01 12:00,0,0,0,0
2016-06-01 12:05,0,0,0,0
2016-06-01 12:10,0,0,0,0
2016-06-01 12:15,0,0,0,0
2016-06-01 12:20,0,0,0,0
2016-06-01 12:25,0,0,0,0
2016-06-01 12:30,0,0,0,0
2016-06-01 12:35,0,0,0,0
2016-06-01 12:40,0,0,0,0
2016-06-01 12:45,0,0,0,0
2016-06-01 12:50,0,0,0,0
2016-06-01 12:55,0,0,0,0
2016-06-01 13:00,0,0,0,0
2016-06-01 13:05,0,0,0,0
2016-06-01 13:10,0,0,0,0.005
2016-06-01 13:15,0,0,0,0.015
2016-06-01 13:20,0,0,0,0.03
2016-06-01 13:25,0,0,0,0.049
2016-06-01 13:30,0,0,0,0.072
2016-06-01 13:35,0,0,0,0.099
2016-06-01 13:40,0,0,0,0.127
2016-06-01 13:45,0,0,0,0.158
2016-06-01 13:50,0,0,0,0.191
2016-06-01 13:55,0,0,0,0.225
2016-06-01 14:00,0,0,0,0.26
2016-06-01 14:05,0,0,0,0.297
2016-06-01 14:10,0,0,0,0.334
2016-06-01 14:15,0,0,0,0.371
2016-06-01 14:20,0,0,0,0.409
2016-06-01 14:25,0,0,0,0.447
2016-06-01 14:30,0,0,0,0.485
2016-06-01 14:35,0,0,0,0.523
2016-06-01 14:40,0,0,0,0.561
2016-06-01 14:45,0,0,0,0.598
2016-06-01 14:50,0,0,0,0.635
2016-06-01 14:55,0,0,0,0.671
2016-06-01 15:00,0,0,0,0.707
2016-06-01 15:05,0,0,0,0.743
2016-06-01 15:10,0,0,0,0.771
2016-06-01 15:15,0,0,0,0.794
2016-06-01 15:20,0,0,0,0.81
2016-06-01 15:25,0,0,0,0.822
2016-06-01 15:30,0,0,0,0.829
2016-06-01 15:35,0,0,0,0.832
2016-06-01 15:40,0,0,0,0.832
2016-06-01 15:45,0,0,0,0.829
2016-06-01 15:50,0,0,0,0.823
2016-06-01 15:55,0,0,0,0.816
2016-06-01 16:00,0,0,0,0.807
2016-06-01 16:05,0,0,0,0.797
2016-06-01 16:10,0,0,0,0.786
2016-06-01 16:15,0,0,0,0.774
2016-06-01 16:20,0,0,0,0.761
2016-06-01 16:25,0,0,0,0.748
2016-06-01 16:30,0,0,0,0.734
2016-06-01 16:35,0,0,0,0.72
2016-06-01 16:40,0,0,0,0.706
2016-06-01 16:45,0,0,0,0.692
2016-06-01 16:50,0,0,0,0.678
2016-06-01 16:55,0,0,0,0.664
2016-06-01 17:00,0,0,0,0.651
2016-06-01 17:05,0,0,0,0.637
2016-06-01 17:10,0,0,0,0.624
2016-06-01 17:15,0,0,0,0.61
2016-06-01 17:20,0,0,0,0.598
2016-06-01 17:25,0,0,0,0.585
2016-06-01 17:30,0,0,0,0.573
2016-06-01 17:35,0,0,0,0.561
2016-06-01 17:40,0,0,0,0.549
2016-06-01 17:45,0,0,0,0.538
2016-06-01 17:50,0,0,0,0.526
2016-06-01 17:55,0,0,0,0.515
2016-06-01 18:00,0,0,0,0.505
2016-06-01 18:05,0,0,0,0.494
2016-06-01 18:10,0,0,0,0.484
2016-06-01 18:15,0,0,0,0.474
2016-06-01 18:20,0,0,0,0.464
2016-06-01 18:25,0,0,0,0.454
2016-06-01 18:30,0,0,0,0.445
2016-06-01 18:35,0,0,0,0.436
2016-06-01 18:40,0,0,0,0.427
2016-06-01 18:45,0,0,0,0.418
2016-06-01 18:50,0,0,0,0.41
2016-06-01 18:55,0,0,0,0.402
2016-06-01 19:00,0,0,0,0.394
2016-06-01 19:05,0,0,0,0.386
2016-06-01 19:10,0,0,0,0.378
2016-06-01 19:15,0,0,0,0.371
2016-06-01 19:20,0,0,0,0.364
2016-06-01 19:25,0,0,0,0.357
2016-06-01 19:30,0,0,0,0.35
2016-06-01 19:35,0,0,0,0.343
2016-06-01 19:40,0,0,0,0.336
2016-06-01 19:45,0,0,0,0.33
2016-06-01 19:50,0,0,0,0.323
2016-06-01 19:55,0,0,0,0.317
2016-06-01 20:00,0,0,0,0.311
2016-06-01 20:05,0,0,0,0.305
2016-06-01 20:10,0,0,0,0.299
2016-06-01 20:15,0,0,0,0.294
2016-06-01 20:20,0,0,0,0.288
2016-06-01 20:25,0,0,0,0.283
2016-06-01 20:30,0,0,0,0.277
2016-06-01 20:35,0,0,0,0.272
2016-06-01 20:40,0,0,0,0.266
2016-06-01 20:45,0,0,0,0.261
2016-06-01 20:50,0,0,0,0.256
2016-06-01 20:55,0,0,0,0.251
2016-06-01 21:00,0,0,0,0.246
2016-06-01 21:05,0,0,0,0.241
2016-06-01 21:10,0,0,0,0.237
2016-06-01 21:15,0,0,0,0.232
2016-06-01 21:20,0,0,0,0.227
2016-06-01 21:25,0,0,0,0.223
2016-06-01 21:30,0,0,0,0.218
2016-06-01 21:35,0,0,0,0.214
2016-06-01 21:40,0,0,0,0.21
2016-06-01 21:45,0,0,0,0.205
2016-06-01 21:50,0,0,0,0.201
2016-06-01 21:55,0,0,0,0.197
2016-06-01 22:00,0,0,0,0.193
2016-06-01 22:05,0,0,0,0.186
2016-06-01 22:10,0,0,0,0.18
2016-06-01 22:15,0,0,0,0.174
2016-06-01 22:20,0,0,0,0.17
2016-06-01 22:25,0,0,0,0.165
2016-06-01 22:30,0,0,0,0.161
2016-06-01 22:35,0,0,0,0.158
2016-06-01 22:40,0,0,0,0.155
2016-06-01 22:45,0,0,0,0.152
2016-06-01 22:50,0,0,0,0.149
2016-06-01 22:55,0,0,0,0.147
2016-06-01 23:00,0,0,0,0.145
2016-06-01 23:05,0,0,0,0.143
2016-06-01 23:10,0,0,0,0.141
2016-06-01 23:15,0,0,0,0.139
2016-06-01 23:20,0,0,0,0.137
2016-06-01 23:25,0,0,0,0.135
2016-06-01 23:30,0,0,0,0.134
2016-06-01 23:35,0,0,0,0.132
2016-06-01 23:40,0,0,0,0.131
2016-06-01 23:45,0,0,0,0.13
2016-06-01 23:50,0,0,0,0.128
2016-06-01 23:55,0,0,0,0.127
2016-06-02 0:00,0,0,0,0.126
2016-06-02 0:05,0,0,0,0.125
2016-06-02 0:10,0,0,0,0.124
2016-06-02 0:15,0,0,0,0.123
2016-06-02 0:20,0,0,0,0.121
2016-06-02 0:25,0,0,0,0.12
2016-06-02 0:30,0,0,0,0.119
2016-06-02 0:35,0,0,0,0.119
2016-06-02 0:40,0,0,0,0.118
2016-06-02 0:45,0,0,0,0.117
2016-06-02 0:50,0,0,0,0.116
2016-06-02 0:55,0,0,0,0.115
2016-06-02 1:00,0,0,0,0.114
2016-06-02 1:05,0,0,0,0.113
2016-06-02 1:10,0,0,0,0.112
2016-06-02 1:15,0,0,0,0.112
2016-06-02 1:20,0,0,0,0.111
2016-06-02 1:25,0,0,0,0.11
2016-06-02 1:30,0,0,0,0.109
2016-06-02 1:35,0,0,0,0.108
2016-06-02 1:40,0,0,0,0.108
2016-06-02 1:45,0,0,0,0.107
2016-06-02 1:50,0,0,0,0.106
2016-06-02 1:55,0,0,0,0.105
2016-06-02 2:00,0,0,0,0.105
2016-06-02 2:05,0,0,0,0.104
2016-06-02 2:10,0,0,0,0.103
2016-06-02 2:15,0,0,0,0.103
2016-06-02 2:20,0,0,0,0.102
2016-06-02 2:25,0,0,0,0.101
2016-06-02 2:30,0,0,0,0.101
2016-06-02 2:35,0,0,0,0.1
2016-06-02 2:40,0,0,0,0.099
2016-06-02 2:45,0,0,0,0.099
2016-06-02 2:50,0,0,0,0.098
2016-06-02 2:55,0,0,0,0.098
2016-06-02 3:00,0,0,0,0.097
2016-06-02 3:05,0,0,0,0.096
2016-06-02 3:10,0,0,0,0.096
2016-06-02 3:15,0,0,0,0.095
2016-06-02 3:20,0,0,0,0.095
2016-06-02 3:25,0,0,0,0.094
2016-06-02 3:30,0,0,0,0.093
2016-06-02 3:35,0,0,0,0.093
2016-06-02 3:40,0,0,0,0.092
2016-06-02 3:45,0,0,0,0.092
2016-06-02 3:50,0,0,0,0.091
2016-06-02 3:55,0,0,0,0.091
2016-06-02 4:00,0,0,0,0.09
2016-06-02 4:05,0,0,0,0.089
2016-06-02 4:10,0,0,0.001,0.089
2016-06-02 4:15,0,0.002,0.004,0.088
2016-06-02 4:20,0,0.005,0.007,0.088
2016-06-02 4:25,0,0.008,0.012,0.087
2016-06-02 4:30,0,0.012,0.018,0.087
2016-06-02 4:35,0,0.016,0.024,0.086
2016-06-02 4:40,0,0.022,0.032,0.086
2016-06-02 4:45,0,0.021,0.031,0.085
2016-06-02 4:50,0,0.028,0.041,0.085
2016-06-02 4:55,0,0.035,0.051,0.084
2016-06-02 5:00,0,0.043,0.062,0.084
2016-06-02 5:05,0,0.05,0.071,0.09
2016-06-02 5:10,0,0.058,0.083,0.093
2016-06-02 5:15,0,0.067,0.095,0.096
2016-06-02 5:20,0,0.076,0.108,0.098
2016-06-02 5:25,0,0.086,0.121,0.098
2016-06-02 5:30,0,0.096,0.135,0.099
2016-06-02 5:35,0,0.106,0.149,0.099
2016-06-02 5:40,0,0.117,0.163,0.099
2016-06-02 5:45,0,0.128,0.178,0.099
2016-06-02 5:50,0,0.126,0.174,0.099
2016-06-02 5:55,0,0.137,0.189,0.098
2016-06-02 6:00,0,0.15,0.206,0.098
2016-06-02 6:05,0,0.165,0.225,0.099
2016-06-02 6:10,0,0.183,0.248,0.1
2016-06-02 6:15,0,0.201,0.273,0.101
2016-06-02 6:20,0,0.221,0.297,0.102
2016-06-02 6:25,0,0.241,0.323,0.102
2016-06-02 6:30,0,0.261,0.348,0.102
2016-06-02 6:35,0,0.284,0.377,0.102
2016-06-02 6:40,0,0.305,0.404,0.102
2016-06-02 6:45,0,0.327,0.43,0.102
2016-06-02 6:50,0,0.348,0.456,0.102
2016-06-02 6:55,0,0.368,0.48,0.102
2016-06-02 7:00,0,0.388,0.503,0.101
2016-06-02 7:05,0,0.444,0.568,0.099
2016-06-02 7:10,0,0.471,0.597,0.096
2016-06-02 7:15,0,0.493,0.62,0.093
2016-06-02 7:20,0,0.513,0.64,0.09
2016-06-02 7:25,0,0.547,0.65,0.087
2016-06-02 7:30,0,0.574,0.666,0.085
2016-06-02 7:35,0,0.597,0.679,0.083
2016-06-02 7:40,0,0.616,0.689,0.08
2016-06-02 7:45,0,0.65,0.716,0.078
2016-06-02 7:50,0,0.68,0.741,0.077
2016-06-02 7:55,0,0.704,0.759,0.075
2016-06-02 8:00,0,0.722,0.771,0.073
2016-06-02 8:05,0,0.737,0.779,0.072
2016-06-02 8:10,0,0.747,0.783,0.071
2016-06-02 8:15,0,0.754,0.784,0.069
2016-06-02 8:20,0,0.758,0.783,0.068
2016-06-02 8:25,0,0.759,0.78,0.067
2016-06-02 8:30,0,0.758,0.775,0.065
2016-06-02 8:35,0,0.756,0.77,0.064
2016-06-02 8:40,0,0.752,0.763,0.063
2016-06-02 8:45,0,0.747,0.756,0.062
2016-06-02 8:50,0,0.741,0.748,0.06
2016-06-02 8:55,0,0.734,0.739,0.059
2016-06-02 9:00,0,0.727,0.732,0.058
2016-06-02 9:05,0,0.719,0.723,0.057
2016-06-02 9:10,0,0.711,0.713,0.056
2016-06-02 9:15,0,0.703,0.703,0.055
2016-06-02 9:20,0,0.695,0.694,0.054
