timestamp, type, prox-id, floor, zone
2016-05-31 07:32, fixed-prox, eedward001,3,1
2016-05-31 07:32, fixed-prox, lcarrara001,3,1
2016-05-31 07:32, fixed-prox, wvasco001,3,1
2016-05-31 07:32, fixed-prox, wvasco001,3,2
2016-05-31 07:32, fixed-prox, rpantanal001,3,2
2016-05-31 07:32, fixed-prox, eedward001,3,3
2016-05-31 07:32, fixed-prox, pratigan001,3,3
2016-05-31 07:32, fixed-prox, fresumir001,1,2
2016-05-31 07:33, fixed-prox, junger001,1,1
2016-05-31 07:33, fixed-prox, vhatchett001,1,1
2016-05-31 07:33, fixed-prox, epavone001,2,4
2016-05-31 07:33, fixed-prox, acampo001,2,4
2016-05-31 07:33, fixed-prox, lcarrara001,3,6
2016-05-31 07:33, fixed-prox, ostrum001,3,6
2016-05-31 07:33, fixed-prox, ostrum001,3,3
2016-05-31 07:33, fixed-prox, lcarrara001,3,3
2016-05-31 07:33, fixed-prox, epavone001,3,4
2016-05-31 07:33, fixed-prox, acampo001,3,4
2016-05-31 07:33, fixed-prox, acampo001,3,1
2016-05-31 07:33, fixed-prox, epavone001,3,1
2016-05-31 07:33, fixed-prox, bmullen001,1,4
2016-05-31 07:33, fixed-prox, epavone001,3,2
2016-05-31 07:33, fixed-prox, junger001,1,4
2016-05-31 07:34, fixed-prox, jsimonides001,1,1
2016-05-31 07:34, fixed-prox, wreynoso001,1,1
2016-05-31 07:34, fixed-prox, vlagos001,1,1
2016-05-31 07:34, fixed-prox, junger001,2,4
2016-05-31 07:34, fixed-prox, bmullen001,2,4
2016-05-31 07:34, fixed-prox, junger001,2,1
2016-05-31 07:34, fixed-prox, bmullen001,2,1
2016-05-31 07:34, fixed-prox, junger001,2,7
2016-05-31 07:34, fixed-prox, vhatchett001,1,4
2016-05-31 07:34, fixed-prox, bmullen001,2,6
2016-05-31 07:35, fixed-prox, bridenour001,1,1
2016-05-31 07:35, fixed-prox, gcazar001,1,1
2016-05-31 07:35, fixed-prox, vhatchett001,2,4
2016-05-31 07:35, fixed-prox, vhatchett001,2,1
2016-05-31 07:35, fixed-prox, jsimonides001,1,4
2016-05-31 07:35, fixed-prox, vawelon001,1,4
2016-05-31 07:35, fixed-prox, wreynoso001,1,4
2016-05-31 07:36, fixed-prox, wreynoso001,2,4
2016-05-31 07:36, fixed-prox, jsimonides001,2,4
2016-05-31 07:36, fixed-prox, vawelon001,2,4
2016-05-31 07:36, fixed-prox, vawelon001,2,1
2016-05-31 07:36, fixed-prox, jsimonides001,2,1
2016-05-31 07:36, fixed-prox, wreynoso001,2,1
2016-05-31 07:36, fixed-prox, jsimonides001,2,7
2016-05-31 07:36, fixed-prox, wreynoso001,2,2
2016-05-31 07:37, fixed-prox, thagan001,1,1
2016-05-31 07:37, fixed-prox, sflecha001,1,1
2016-05-31 07:37, fixed-prox, gcazar001,1,4
2016-05-31 07:37, fixed-prox, bridenour001,1,4
2016-05-31 07:37, fixed-prox, sfusil001,1,4
2016-05-31 07:37, fixed-prox, bridenour001,2,4
2016-05-31 07:37, fixed-prox, sfusil001,2,4
2016-05-31 07:37, fixed-prox, gcazar001,2,4
2016-05-31 07:37, fixed-prox, sfusil001,2,1
2016-05-31 07:37, fixed-prox, bridenour001,2,1
2016-05-31 07:37, fixed-prox, gcazar001,2,1
2016-05-31 07:38, fixed-prox, ncalixto001,1,1
2016-05-31 07:38, fixed-prox, gcazar001,2,7
2016-05-31 07:38, fixed-prox, sfusil001,2,7
2016-05-31 07:38, fixed-prox, sflecha001,1,4
2016-05-31 07:38, fixed-prox, thagan001,1,4
2016-05-31 07:38, fixed-prox, sfusil001,2,3
2016-05-31 07:38, fixed-prox, vlagos001,1,2
2016-05-31 07:39, fixed-prox, acalzas001,1,1
2016-05-31 07:39, fixed-prox, thagan001,2,4
2016-05-31 07:39, fixed-prox, sflecha001,2,4
2016-05-31 07:39, fixed-prox, thagan001,2,1
2016-05-31 07:39, fixed-prox, sflecha001,2,1
2016-05-31 07:39, fixed-prox, ncalixto001,1,4
2016-05-31 07:39, fixed-prox, sflecha001,2,7
2016-05-31 07:39, fixed-prox, thagan001,2,2
2016-05-31 07:40, fixed-prox, eorilla001,1,1
2016-05-31 07:40, fixed-prox, bhawelon001,1,1
2016-05-31 07:40, fixed-prox, pyoung001,1,1
2016-05-31 07:40, fixed-prox, vfrente001,1,1
2016-05-31 07:40, fixed-prox, lgrogan001,1,1
2016-05-31 07:40, fixed-prox, ncalixto001,2,4
2016-05-31 07:40, fixed-prox, ncalixto001,2,1
2016-05-31 07:40, fixed-prox, ncalixto001,2,7
2016-05-31 07:40, fixed-prox, acalzas001,1,4
2016-05-31 07:41, fixed-prox, bfrente001,1,1
2016-05-31 07:41, fixed-prox, sfusil001,2,7
2016-05-31 07:41, fixed-prox, acalzas001,2,4
2016-05-31 07:41, fixed-prox, acalzas001,2,1
2016-05-31 07:41, fixed-prox, sfusil001,2,1
2016-05-31 07:41, fixed-prox, vfrente001,1,4
2016-05-31 07:41, fixed-prox, lgrogan001,1,4
2016-05-31 07:41, fixed-prox, bhawelon001,1,4
2016-05-31 07:41, fixed-prox, eorilla001,1,4
2016-05-31 07:41, fixed-prox, pyoung001,1,4
2016-05-31 07:41, fixed-prox, acalzas001,2,2
2016-05-31 07:41, fixed-prox, sfusil001,2,4
2016-05-31 07:42, fixed-prox, malinai001,1,1
2016-05-31 07:42, fixed-prox, vomalla001,1,1
2016-05-31 07:42, fixed-prox, eorilla001,2,4
2016-05-31 07:42, fixed-prox, vfrente001,2,4
2016-05-31 07:42, fixed-prox, bhawelon001,2,4
2016-05-31 07:42, fixed-prox, pyoung001,2,4
2016-05-31 07:42, fixed-prox, lgrogan001,2,4
2016-05-31 07:42, fixed-prox, bhawelon001,2,1
2016-05-31 07:42, fixed-prox, eorilla001,2,1
2016-05-31 07:42, fixed-prox, lgrogan001,2,1
2016-05-31 07:42, fixed-prox, vfrente001,2,1
2016-05-31 07:42, fixed-prox, vfrente001,2,2
2016-05-31 07:42, fixed-prox, eorilla001,2,2
2016-05-31 07:42, fixed-prox, sfusil001,1,4
2016-05-31 07:42, fixed-prox, bfrente001,1,4
2016-05-31 07:42, fixed-prox, sfusil001,1,1
2016-05-31 07:42, fixed-prox, bhawelon001,2,7
2016-05-31 07:42, fixed-prox, pyoung001,3,4
2016-05-31 07:42, fixed-prox, pyoung001,3,1
2016-05-31 07:42, fixed-prox, vomalla001,1,4
2016-05-31 07:42, fixed-prox, malinai001,1,4
2016-05-31 07:42, fixed-prox, sfusil001,1,2
2016-05-31 07:43, fixed-prox, cmorluniau001,1,1
2016-05-31 07:43, fixed-prox, hmies001,1,1
2016-05-31 07:43, fixed-prox, eminto001,1,1
2016-05-31 07:43, fixed-prox, pyoung001,3,3
2016-05-31 07:43, fixed-prox, bfrente001,2,4
2016-05-31 07:43, fixed-prox, bfrente001,2,1
2016-05-31 07:43, fixed-prox, malinai001,2,4
2016-05-31 07:43, fixed-prox, vomalla001,2,4
2016-05-31 07:43, fixed-prox, malinai001,2,1
2016-05-31 07:43, fixed-prox, vomalla001,2,1
2016-05-31 07:43, fixed-prox, malinai001,2,2
2016-05-31 07:44, fixed-prox, lalcazar001,1,1
2016-05-31 07:44, fixed-prox, hmies001,1,4
2016-05-31 07:44, fixed-prox, eminto001,1,4
2016-05-31 07:44, fixed-prox, cmorluniau001,1,4
2016-05-31 07:45, fixed-prox, llagos001,1,1
2016-05-31 07:45, fixed-prox, lbergen001,1,1
2016-05-31 07:45, fixed-prox, fmata001,1,1
2016-05-31 07:45, fixed-prox, hblue001,1,1
2016-05-31 07:45, fixed-prox, ssinagra001,1,1
2016-05-31 07:45, fixed-prox, slea001,1,1
2016-05-31 07:45, fixed-prox, mvollan001,1,1
2016-05-31 07:45, fixed-prox, hmies001,2,4
2016-05-31 07:45, fixed-prox, cmorluniau001,2,4
2016-05-31 07:45, fixed-prox, eminto001,2,4
2016-05-31 07:45, fixed-prox, hmies001,2,1
2016-05-31 07:45, fixed-prox, eminto001,2,1
2016-05-31 07:45, fixed-prox, cmorluniau001,2,1
2016-05-31 07:45, fixed-prox, cmorluniau001,2,6
2016-05-31 07:45, fixed-prox, hmies001,2,7
2016-05-31 07:45, fixed-prox, lalcazar001,1,4
2016-05-31 07:45, fixed-prox, eminto001,2,2
2016-05-31 07:46, fixed-prox, hmies001,2,6
2016-05-31 07:46, fixed-prox, vawelon001,2,4
2016-05-31 07:46, fixed-prox, lalcazar001,2,4
2016-05-31 07:46, fixed-prox, lalcazar001,2,1
2016-05-31 07:46, fixed-prox, lalcazar001,2,7
2016-05-31 07:46, fixed-prox, lbergen001,1,4
2016-05-31 07:46, fixed-prox, hblue001,1,4
2016-05-31 07:46, fixed-prox, ssinagra001,1,4
2016-05-31 07:46, fixed-prox, fmata001,1,4
2016-05-31 07:46, fixed-prox, llagos001,1,4
2016-05-31 07:46, fixed-prox, vawelon001,1,4
2016-05-31 07:46, fixed-prox, vawelon001,1,1
2016-05-31 07:47, fixed-prox, jcastellanos001,1,1
2016-05-31 07:47, fixed-prox, anardi001,1,1
2016-05-31 07:47, fixed-prox, vlagos001,1,1
2016-05-31 07:47, fixed-prox, vlagos001,1,4
2016-05-31 07:47, fixed-prox, fmata001,2,4
2016-05-31 07:47, fixed-prox, hblue001,2,4
2016-05-31 07:47, fixed-prox, lbergen001,2,4
2016-05-31 07:47, fixed-prox, llagos001,2,4
2016-05-31 07:47, fixed-prox, ssinagra001,2,4
2016-05-31 07:47, fixed-prox, lbergen001,2,1
2016-05-31 07:47, fixed-prox, ssinagra001,2,1
2016-05-31 07:47, fixed-prox, fmata001,2,1
2016-05-31 07:47, fixed-prox, lbergen001,2,7
2016-05-31 07:47, fixed-prox, ssinagra001,2,7
2016-05-31 07:47, fixed-prox, hblue001,3,4
2016-05-31 07:47, fixed-prox, llagos001,3,4
2016-05-31 07:47, fixed-prox, hblue001,3,1
2016-05-31 07:47, fixed-prox, llagos001,3,1
2016-05-31 07:47, fixed-prox, vlagos001,2,4
2016-05-31 07:47, fixed-prox, vlagos001,2,1
2016-05-31 07:48, fixed-prox, jnespola001,1,1
2016-05-31 07:48, fixed-prox, hblue001,3,2
2016-05-31 07:48, fixed-prox, llagos001,3,6
2016-05-31 07:48, fixed-prox, vlagos001,2,7
2016-05-31 07:48, fixed-prox, llagos001,3,3
2016-05-31 07:48, fixed-prox, vlagos001,2,3
2016-05-31 07:49, fixed-prox, kherrero001,1,1
2016-05-31 07:50, fixed-prox, mshultz001,1,1
2016-05-31 07:50, fixed-prox, jholly001,1,1
2016-05-31 07:51, fixed-prox, jholly001,1,4
2016-05-31 07:52, fixed-prox, sfusil001,1,1
2016-05-31 07:52, fixed-prox, jholly001,2,4
2016-05-31 07:52, fixed-prox, jholly001,2,1
2016-05-31 07:52, fixed-prox, jholly001,2,2
2016-05-31 07:52, fixed-prox, mshultz001,1,4
2016-05-31 07:53, fixed-prox, vlagos001,2,7
2016-05-31 07:53, fixed-prox, mshultz001,2,4
2016-05-31 07:53, fixed-prox, mshultz001,2,1
2016-05-31 07:53, fixed-prox, vlagos001,2,1
2016-05-31 07:53, fixed-prox, mshultz001,2,7
2016-05-31 07:53, fixed-prox, vlagos001,2,4
2016-05-31 07:54, fixed-prox, mshultz001,2,3
2016-05-31 07:54, fixed-prox, vlagos001,1,4
2016-05-31 07:54, fixed-prox, vlagos001,1,1
2016-05-31 07:54, fixed-prox, jnespola001,1,4
2016-05-31 07:54, fixed-prox, mvollan001,1,4
2016-05-31 07:54, fixed-prox, jcastellanos001,1,4
2016-05-31 07:54, fixed-prox, anardi001,1,4
2016-05-31 07:54, fixed-prox, slea001,1,4
2016-05-31 07:55, fixed-prox, cforluniau001,1,1
2016-05-31 07:55, fixed-prox, gflorez002,1,1
2016-05-31 07:55, fixed-prox, jnespola001,2,4
2016-05-31 07:55, fixed-prox, jnespola001,2,1
2016-05-31 07:55, fixed-prox, jnespola001,2,7
2016-05-31 07:55, fixed-prox, slea001,2,4
2016-05-31 07:55, fixed-prox, anardi001,2,4
2016-05-31 07:55, fixed-prox, mvollan001,2,4
2016-05-31 07:55, fixed-prox, jcastellanos001,2,4
2016-05-31 07:55, fixed-prox, slea001,2,1
2016-05-31 07:55, fixed-prox, jcastellanos001,2,1
2016-05-31 07:55, fixed-prox, mvollan001,2,1
2016-05-31 07:55, fixed-prox, anardi001,2,1
2016-05-31 07:55, fixed-prox, jcastellanos001,2,7
2016-05-31 07:55, fixed-prox, slea001,2,7
2016-05-31 07:55, fixed-prox, anardi001,2,7
2016-05-31 07:55, fixed-prox, mvollan001,2,7
2016-05-31 07:56, fixed-prox, jnespola001,2,3
2016-05-31 07:56, fixed-prox, jcastellanos001,2,3
2016-05-31 07:56, fixed-prox, mvollan001,2,3
2016-05-31 07:56, fixed-prox, slea001,2,3
2016-05-31 07:56, fixed-prox, anardi001,2,3
2016-05-31 07:56, fixed-prox, gflorez002,1,4
2016-05-31 07:56, fixed-prox, cforluniau001,1,4
2016-05-31 07:56, fixed-prox, kherrero001,1,4
2016-05-31 07:57, fixed-prox, cforluniau001,2,4
2016-05-31 07:57, fixed-prox, gflorez002,2,4
2016-05-31 07:57, fixed-prox, kherrero001,2,4
2016-05-31 07:57, fixed-prox, cforluniau001,2,1
2016-05-31 07:57, fixed-prox, kherrero001,2,1
2016-05-31 07:57, fixed-prox, vlagos001,1,8
2016-05-31 07:57, fixed-prox, cforluniau001,2,7
2016-05-31 07:57, fixed-prox, kherrero001,2,7
2016-05-31 07:57, fixed-prox, gflorez002,3,4
2016-05-31 07:58, fixed-prox, gflorez002,3,1
2016-05-31 07:58, fixed-prox, fresumir001,1,1
2016-05-31 07:58, fixed-prox, kherrero001,2,3
2016-05-31 07:58, fixed-prox, gflorez002,3,2
2016-05-31 07:58, fixed-prox, fresumir001,1,4
2016-05-31 07:59, fixed-prox, rmieshaber001,1,1
2016-05-31 07:59, fixed-prox, sfusil001,1,7
2016-05-31 07:59, fixed-prox, fresumir001,2,4
2016-05-31 08:00, fixed-prox, tseifert001,1,1
2016-05-31 08:00, fixed-prox, hcocinaro001,1,1
2016-05-31 08:00, fixed-prox, fadair001,1,1
2016-05-31 08:00, fixed-prox, aribera001,1,1
2016-05-31 08:00, fixed-prox, emintz001,1,1
2016-05-31 08:00, fixed-prox, clais001,1,1
2016-05-31 08:00, fixed-prox, pbeebe001,1,1
2016-05-31 08:00, fixed-prox, bovan001,1,1
2016-05-31 08:00, fixed-prox, ncelio001,1,1
2016-05-31 08:00, fixed-prox, fresumir001,3,4
2016-05-31 08:00, fixed-prox, fresumir001,3,1
2016-05-31 08:00, fixed-prox, fresumir001,3,6
2016-05-31 08:00, fixed-prox, fresumir001,3,3
2016-05-31 08:01, fixed-prox, fadair001,1,4
2016-05-31 08:01, fixed-prox, ncelio001,1,4
2016-05-31 08:01, fixed-prox, aribera001,1,4
2016-05-31 08:01, fixed-prox, bovan001,1,4
2016-05-31 08:01, fixed-prox, pbeebe001,1,4
2016-05-31 08:01, fixed-prox, tseifert001,1,4
2016-05-31 08:01, fixed-prox, rmieshaber001,1,4
2016-05-31 08:01, fixed-prox, clais001,1,4
2016-05-31 08:01, fixed-prox, tseifert001,2,4
2016-05-31 08:01, fixed-prox, bovan001,2,4
2016-05-31 08:01, fixed-prox, aribera001,2,4
2016-05-31 08:01, fixed-prox, rmieshaber001,2,4
2016-05-31 08:01, fixed-prox, fadair001,2,4
2016-05-31 08:01, fixed-prox, ncelio001,2,4
2016-05-31 08:01, fixed-prox, pbeebe001,2,4
2016-05-31 08:01, fixed-prox, clais001,2,4
2016-05-31 08:01, fixed-prox, rmieshaber001,2,1
2016-05-31 08:01, fixed-prox, emintz001,1,4
2016-05-31 08:02, fixed-prox, rmieshaber001,2,2
2016-05-31 08:02, fixed-prox, clais001,3,4
2016-05-31 08:02, fixed-prox, bovan001,3,4
2016-05-31 08:02, fixed-prox, pbeebe001,3,4
2016-05-31 08:02, fixed-prox, ncelio001,3,4
